"","zip","JobsT_1998","ArtsN_1998","ArtsW_1998","JobsN_1998","JobsW_1998","ArtSupport_1998","JobsT_1999","ArtsN_1999","ArtsW_1999","JobsN_1999","JobsW_1999","ArtSupport_1999","JobsT_2000","ArtsN_2000","ArtsW_2000","JobsN_2000","JobsW_2000","ArtSupport_2000","JobsT_2001","ArtsN_2001","ArtsW_2001","JobsN_2001","JobsW_2001","ArtSupport_2001","JobsT_2002","ArtsN_2002","ArtsW_2002","JobsN_2002","JobsW_2002","ArtSupport_2002","JobsT_2003","ArtsN_2003","ArtsW_2003","JobsN_2003","JobsW_2003","ArtSupport_2003","JobsT_2004","ArtsN_2004","ArtsW_2004","JobsN_2004","JobsW_2004","ArtSupport_2004","JobsT_2005","ArtsN_2005","ArtsW_2005","JobsN_2005","JobsW_2005","ArtSupport_2005","JobsT_2006","ArtsN_2006","ArtsW_2006","JobsN_2006","JobsW_2006","ArtSupport_2006","JobsT_2007","ArtsN_2007","ArtsW_2007","JobsN_2007","JobsW_2007","ArtSupport_2007","JobsT_2008","ArtsN_2008","ArtsW_2008","JobsN_2008","JobsW_2008","ArtSupport_2008","JobsT_2009","ArtsN_2009","ArtsW_2009","JobsN_2009","JobsW_2009","ArtSupport_2009","JobsT_2010","ArtsN_2010","ArtsW_2010","JobsN_2010","JobsW_2010","ArtSupport_2010","JobsT_2011","ArtsN_2011","ArtsW_2011","JobsN_2011","JobsW_2011","ArtSupport_2011","JobsT_2012","ArtsN_2012","ArtsW_2012","JobsN_2012","JobsW_2012","ArtSupport_2012","JobsT_2013","ArtsN_2013","ArtsW_2013","JobsN_2013","JobsW_2013","ArtSupport_2013","JobsT_2014","ArtsN_2014","ArtsW_2014","JobsN_2014","JobsW_2014","ArtSupport_2014","MedAge2k","pctba2k","pctba90","racediversity2k","racediversity90","medrent2k","medrent90","medhhinc2k","medhhinc90","meantrav2k","meantrav90","medlengthres2k","meanlengthres90","pctsamehouse2k","pctsamehouse90","pctfemale2k","pctfemale90","pctmarried2k","pctmarried90","pctchild2k","pctchild90","pctunemp2k","pctunemp90","diversityfb2k","diversityanc90","pctrental2k","pctrental90","pctpov2k","pctpov90","pctbike2k","pctbike90","pctdrove2k","pctdrove90","pctwalk2k","pctwalk90","density2000","density1990","housingdensity2000","housingdensity1990","Pop2000","Pop1990","RentMed","Democ92","NonWhite_90","CollProfLv90","CrimeRate1999county","ARTGOSLG98","City","State","Location","zipcode","Traditionalistic","Self_Expressive","Utilitarian","Charismatic","Egalitarian","Neighborly","Formality","Exhibitionism","Glamorous","Transgressive","Rational","Locality","State_Scenes","Corporateness","Ethnicity"
"11323",39339,6061,14,315,6047,5746,301,5588,20,327,5568,5261,307,5761,43,333,5718,5428,290,4974,54,317,4920,4657,263,5265,90,503,5175,4762,413,5975,39,559,5936,5416,520,6215,29,566,6186,5649,537,5268,16,383,5252,4885,367,5318,22,432,5296,4886,410,5616,23,426,5593,5190,403,5943,17,305,5926,5638,288,4755,13,307,4742,4448,294,4290,13,294,4277,3996,281,4230,16,381,4214,3849,365,4616,51,420,4565,4196,369,4624,51,425,4573,4199,374,4530,9,369,4521,4161,360,36,14.4555397051831,8.35607810203653,0.533884975237992,0.419290943560438,373,164,28658,13827,25.5380258899676,24.0391644908616,10,14.6536951088897,65.6848874598071,69.743987587277,52.4171353356468,53.5571260306243,55.3950722175021,48.3520105471325,35.2263508031803,36.7828612926652,7.62907412748774,15.3892395551548,0.507904955621302,0.306054409707298,22.593669250646,23.1345947875759,24.8295524978307,43.6309875813128,0,0,95.623909941335,90.9057706355004,1.07816711590297,4.82103725346969,41.8282062286335,21.4327393947846,17.2937936259657,7.88986537181101,16493,19433,256,44.1,7158,0.117972442924671,1978,-1.13177069476282,"LOUISVILLE","MS","NA-US-MS-LOUISVILLE","39339          ",279.59375,281.75,263.0625,287.5,278.875,274.083333333333,283.666666666667,281.75,277.4375,244.375,263.541666666667,272.40625,271.6875,294.6875,274.5625
"23974",92082,1822,9,133,1813,1689,124,1911,12,139,1899,1772,127,2296,15,156,2281,2140,141,2223,107,242,2116,1981,135,2818,400,528,2418,2290,128,5031,771,893,4260,4138,122,4935,792,910,4143,4025,118,5084,788,912,4296,4172,124,5284,781,928,4503,4356,147,5330,763,923,4567,4407,160,6395,2028,2197,4367,4198,169,6194,2009,2145,4185,4049,136,5937,2009,2086,3928,3851,77,5789,2019,2091,3770,3698,72,5867,25,111,5842,5756,86,6038,42,179,5996,5859,137,4638,28,144,4610,4494,116,38.3,24.6389496717724,19.5244838146672,0.509609215307171,0.513513308084143,638,672,58147,35742,33.2894510411289,25.0344016465745,6,5.30948643193541,58.7895003254031,28.6828157168514,49.3490642799024,49.6861696861697,64.3297101449275,63.6932828321867,40.7740004276245,37.0267513035593,3.22818396226415,5.92684578911718,0.351257011047156,0.508298770852528,19.1919191919192,43.7710248934739,10.1590348231423,10.3132054176072,0.403538724196803,0.337978803304682,84.2619897563247,93.2153884669949,3.33695483470433,1.98614704164233,113.493023320606,393.214855576484,38.5325925045509,149.749363142307,14559,2498016,611,37.2,1531,0.215441672285907,3464,-0.123791406441014,"VALLEY CENTER","CA","NA-US-CA-VALLEY CENTER","92082          ",172.379032258065,180.653225806452,153.991935483871,179.733870967742,175.596774193548,174.677419354839,173.451612903226,176.975806451613,176.056451612903,162.725806451613,171.612903225806,173.298387096774,166.403225806452,171.91935483871,170.08064516129
"16711",60411,26532,83,1932,26449,24600,1849,27314,95,1950,27219,25364,1855,26624,172,1821,26452,24803,1649,25811,179,1760,25632,24051,1581,26793,113,1660,26680,25133,1547,25225,97,1634,25128,23591,1537,25184,108,1608,25076,23576,1500,24306,121,1597,24185,22709,1476,26370,114,1508,26256,24862,1394,23862,122,1521,23740,22341,1399,23237,101,1482,23136,21755,1381,20583,75,1352,20508,19231,1277,21199,100,1229,21099,19970,1129,22155,94,1198,22061,20957,1104,23090,187,1291,22903,21799,1104,22187,207,1268,21980,20919,1061,22068,187,1242,21881,20826,1055,31.2,12.2998947543345,10.0220077873709,0.666269663739125,0.565610771319204,583,463,40626,31080,28.7243534482759,25.3520303238034,8,12.4780497673478,61.9612088407758,59.5859618591835,51.8194691431206,51.929087631679,50.6546183833968,53.3218926207404,38.6497016323914,40.3870574490781,9.80114166324665,8.80654645931489,0.378194241866191,0.503766495104836,30.2686714320927,30.7960752579405,15.3092182030338,16.4805739402819,0.194857457533782,0.175095691831582,88.3890371499979,90.0724814724326,2.42724615580125,2.53277954230801,1860.55222467714,1864.86041196241,658.506426553746,645.612637464255,60461,5105067,478,58.2,22760,0.0961538461538462,8065,-0.914414512565332,"CHICAGO HEIGHTS","IL","NA-US-IL-CHICAGO HEIGHTS","60411          ",648.173076923077,689.326923076923,596.73076923077,684.182692307692,655.375,650.23076923077,655.717948717949,673.89423076923,656.403846153846,600.846153846154,628.282051282051,655.375,635.826923076923,660.51923076923,639.942307692308
"5699",20770,17309,182,1811,17127,15498,1629,19327,358,2143,18969,17184,1785,19539,348,2223,19191,17316,1875,21488,284,1945,21204,19543,1661,21431,141,1734,21290,19697,1593,19239,160,1789,19079,17450,1629,19950,174,1864,19776,18086,1690,23455,180,1971,23275,21484,1791,22240,194,1783,22046,20457,1589,21833,157,1748,21676,20085,1591,19894,139,1628,19755,18266,1489,20256,57,1455,20199,18801,1398,19639,65,1399,19574,18240,1334,18999,47,1354,18952,17645,1307,18142,71,1441,18071,16701,1370,18917,68,1360,18849,17557,1292,19068,74,1508,18994,17560,1434,31.9,45.0463499420626,43.5963302752294,0.678393803985737,0.493145663421938,802,679,46200,38884,31.3791501224973,26.5218942096076,3,6.62490570104537,34.488340330821,32.2984527687296,51.8845645191763,51.3602206791591,42.0754934780099,43.31625264565,27.9562912474305,21.903520208605,4.03673973448595,3.83875792322484,0.692522354987346,0.532457406522553,54.5199870703588,57.3383620689655,10.05644893506,9.60446540275238,0.246487552378605,0.130568356374808,80.0838057678087,88.0337941628264,2.52238928600772,3.13364055299539,3353.78117218974,3338.26759931734,1597.42310056484,1561.01369484391,21186,729268,642,65.7,6291,0.448298524901417,6257,0.421829730781481,"GREENBELT","MD","NA-US-MD-GREENBELT","20770          ",619.913793103448,640.137931034483,594.413793103448,654.206896551724,619.034482758621,614.344827586207,640.137931034483,631.344827586207,627.827586206897,563.637931034483,612,610.241379310345,612,657.724137931034,604.965517241379
"21289",78418,3178,21,592,3157,2586,571,3557,19,582,3538,2975,563,3760,19,666,3741,3094,647,4391,25,1060,4366,3331,1035,3984,19,915,3965,3069,896,4001,64,786,3937,3215,722,4345,54,945,4291,3400,891,3904,63,762,3841,3142,699,3896,66,813,3830,3083,747,4133,82,812,4051,3321,730,4024,47,983,3977,3041,936,4251,37,1011,4214,3240,974,4030,35,1006,3995,3024,971,4332,42,1148,4290,3184,1106,4387,22,1245,4365,3142,1223,4469,48,1230,4421,3239,1182,4933,36,1301,4897,3632,1265,35.1,24.5621205044372,20.0140889167188,0.501070787203155,0.401822113401205,594,469,43456,31107,22.1201203579064,21.1641744222524,3,5.39334482301472,38.4965556137453,32.9896907216495,48.5408633854994,48.4054989245301,60.2110131521896,64.628711317557,34.6649355837411,43.2594767752269,5.33142242923683,7.47073034751905,0.668483844863408,0.495085422659092,37.4862842892768,46.6790401696938,11.443953085945,13.7413339708343,0.245605955944432,0.198185042244706,92.6701972522834,93.8875560655054,1.5350372246527,2.78502138312298,401.591920120129,325.0246943684,177.460970242688,150.318812122315,26529,291145,369,46,2382,0.19211396190776,6937,0.519663807943869,"CORPUS CHRISTI","TX","NA-US-TX-CORPUS CHRISTI","78418          ",299.988888888889,309.244444444445,274.4,315.233333333333,297.266666666667,296.903703703704,299.081481481482,305.433333333333,300.533333333333,270.044444444445,286.740740740741,290.733333333333,290.733333333333,310.333333333333,291.822222222222
"17741",64063,9329,68,1587,9261,7742,1519,11471,100,1717,11371,9754,1617,11307,133,1665,11174,9642,1532,11593,130,1784,11463,9809,1654,11094,202,1952,10892,9142,1750,11573,190,1836,11383,9737,1646,11410,199,1897,11211,9513,1698,11553,232,2061,11321,9492,1829,9464,278,1952,9186,7512,1674,9946,181,1859,9765,8087,1678,9291,99,1744,9192,7547,1645,9288,102,1660,9186,7628,1558,9419,86,1923,9333,7496,1837,9511,92,1997,9419,7514,1905,9078,82,1953,8996,7125,1871,7903,93,2077,7810,5826,1984,8581,136,2082,8445,6499,1946,32.4,29.9011006540118,21.8255139175765,0.150146364434247,0.0733398075448166,600,491,51939,33089,24.9306625577812,22.5451746595619,4,7.66970973782772,46.8943931789974,40.6029078297986,52.8805874525652,52.8935604687689,60.2122015915119,62.3229233741146,41.5344938749194,40.2083004576298,3.07719992801872,3.7980241492865,0.673433064685426,0.379655150814855,30.3484499103254,38.6920555642266,5.49347310126582,6.69856459330144,0.0941885655081473,0.103974121996303,96.948290477536,95.4366913123845,0.583969106150513,1.59426987060998,3675.43501721278,3023.95842494154,1460.08686233178,1235.76624699411,20186,633232,402,50.1,819,0.255096003872425,8318,0.146588245112734,"LEES SUMMIT","MO","NA-US-MO-LEES SUMMIT","64063          ",593.60294117647,616.544117647059,534.338235294118,611.764705882353,586.911764705882,593.921568627451,606.666666666666,614.632352941176,600.294117647059,543.897058823529,570.980392156863,593.60294117647,581.176470588235,611.764705882353,583.088235294118
"22003",80922,742,9,127,733,615,118,895,15,147,880,748,132,1236,15,339,1221,897,324,1886,19,528,1867,1358,509,2336,18,683,2318,1653,665,2893,13,678,2880,2215,665,3709,27,1351,3682,2358,1324,4461,62,1633,4399,2828,1571,5091,39,1806,5052,3285,1767,5152,45,1735,5107,3417,1690,5619,74,1875,5545,3744,1801,5384,77,1845,5307,3539,1768,5443,74,2030,5369,3413,1956,5601,70,2088,5531,3513,2018,6056,55,2520,6001,3536,2465,6222,46,2562,6176,3660,2516,6472,40,2510,6432,3962,2470,30,37.4660984114684,22.8116710875332,0.394202143635004,0.228269653652205,1144,480,60878,36763,23.8382443216697,25.4611398963731,2,5.67958860759494,17.373544237789,30.6062389640965,49.630939566354,49.5656894679696,75.8168456755229,73.2891832229581,59.9031476997579,50.2479338842975,2.11834486654427,5.40284360189573,0.67986344780929,0.355579992142539,8.32102412604628,12.3222748815166,2.03625144620131,5.18842162752594,0,0,93.6297376093294,95.339412360689,0.75801749271137,1.21580547112462,1279.44334124409,182.904187738056,419.557399429276,68.7121221965356,12997,397014,419,27.4,198,0.308377896613191,4343,0.753898260212757,"COLORADO SPRINGS","CO","NA-US-CO-COLORADO SPRINGS","80922          ",105,111.65,96.6,113.05,107.45,106.4,109.2,107.8,108.15,96.95,104.533333333333,107.1,103.95,107.45,103.25
"12598",45342,18769,90,1886,18679,16883,1796,19294,91,1815,19203,17479,1724,20192,109,1931,20083,18261,1822,20783,122,1831,20661,18952,1709,20591,128,1879,20463,18712,1751,19024,159,2128,18865,16896,1969,20710,150,2192,20560,18518,2042,18537,138,2052,18399,16485,1914,18690,179,2028,18511,16662,1849,18130,203,1954,17927,16176,1751,19189,157,2012,19032,17177,1855,20262,132,1885,20130,18377,1753,19766,95,1768,19671,17998,1673,21392,104,2239,21288,19153,2135,20889,97,2230,20792,18659,2133,21677,108,2331,21569,19346,2223,23371,74,2693,23297,20678,2619,34.8,21.8091222690686,18.4999430069532,0.13080933337825,0.0598083461426646,580,428,46003,32971,19.9584521890115,19.7808868161966,4,9.35955584831091,48.5761058626923,49.5116241524056,51.1514460388356,50.5981755645282,61.0648387996652,62.1915103652517,32.188775117407,33.5050098323813,4.0098810823232,4.11420708634331,0.592799279060465,0.349830342915831,34.1924531213828,36.3696245412628,5.05769230769231,6.96713543838369,0.0364919109597373,0.0664795390751957,95.9250699428293,96.387945043581,1.27113489843085,1.81710740138868,954.130782772948,812.856503903269,418.619586937605,339.149023641963,31540,573809,403,41.3,726,0.181726457399103,6169,-0.714022512314376,"MIAMISBURG","OH","NA-US-OH-MIAMISBURG","45342          ",489.075471698113,510.33962264151,463.254716981132,511.099056603773,484.518867924528,489.075471698113,500.213836477988,497.429245283019,495.150943396227,445.787735849057,476.924528301887,484.518867924528,479.20283018868,509.580188679246,476.165094339623
"11589",40504,18205,267,1627,17938,16578,1360,18753,253,2019,18500,16734,1766,18773,321,2017,18452,16756,1696,17813,277,2015,17536,15798,1738,17468,251,1644,17217,15824,1393,17407,237,1938,17170,15469,1701,17470,260,1793,17210,15677,1533,17887,205,1988,17682,15899,1783,18129,164,1895,17965,16234,1731,17114,166,1476,16948,15638,1310,16974,221,1729,16753,15245,1508,16153,217,1557,15936,14596,1340,15008,210,1528,14798,13480,1318,14504,199,1396,14305,13108,1197,14201,206,1462,13995,12739,1256,14357,169,1549,14188,12808,1380,14636,163,1603,14473,13033,1440,34.5,26.1526927402224,23.6253196930946,0.372444139644307,0.159485060893685,449,402,29903,24651,17.7151664611591,17.5340370709002,4,8.49477692082398,40.7800489168414,45.7946515172509,51.3523512002631,53.0012056493283,46.1085484345863,53.5154221622183,22.7131924198251,26.0070394994134,4.95529625700864,4.09716350219079,0.362775528540237,0.464722013758472,56.095333759474,53.6659181880309,17.6658163265306,13.9950569335334,0.37246963562753,0.436213991769547,92.8097165991903,92.6666666666667,2.91497975708502,3.90946502057613,4248.99556851419,4007.34735123629,2017.77126309713,1891.15244058645,24564,225366,394,40.1,1696,0.239918021948962,6102,-1.04553083327592,"LEXINGTON","KY","NA-US-KY-LEXINGTON","40504          ",500.5,512.1875,487.4375,529.375,506,500.5,515.166666666667,512.1875,507.375,453.75,489.5,491.5625,490.875,530.0625,489.5
"19813",73703,8354,73,1165,8281,7189,1092,6446,45,1069,6401,5377,1024,6830,67,1162,6763,5668,1095,7040,75,1075,6965,5965,1000,7916,41,1338,7875,6578,1297,7466,52,1299,7414,6167,1247,7256,59,1246,7197,6010,1187,7634,63,1316,7571,6318,1253,7997,52,1433,7945,6564,1381,8163,76,1449,8087,6714,1373,8542,58,1368,8484,7174,1310,8979,59,1387,8920,7592,1328,8598,72,1335,8526,7263,1263,8938,86,1409,8852,7529,1323,9265,79,1585,9186,7680,1506,9670,78,1548,9592,8122,1470,9671,79,1690,9592,7981,1611,39.5,28.2095059756568,25.7699597251836,0.188808605550749,0.12307504210009,479,438,39146,30599,15.5914826498423,13.3028462339465,5,9.10202875714004,49.8371990191743,47.5601462212021,52.2240216940982,52.2563248473313,65.0157816561456,66.5766306522609,31.2286216141259,32.7759197324415,2.77900633937786,5.13590391908976,0.541960801193756,0.390703143021208,28.4976958525346,31.7049148035064,8.09999220029639,6.96501220504475,0.707910126192675,0.675447483958122,93.7596183441059,94.1658223573117,2.30070791012619,1.74772036474164,247.715376753584,233.990115466948,109.187943008397,104.293375254655,26621,56735,339,26.4,1382,0.259422034918724,5654,0.32614031165571,"ENID","OK","NA-US-OK-ENID","73703          ",495.150943396227,521.292452830189,466.702830188679,519.754716981132,492.844339622642,492.075471698113,509.503144654088,501.301886792453,503.608490566038,444.405660377358,477.723270440251,481.311320754717,482.849056603773,525.13679245283,485.924528301887
"2034",7719,9870,152,1462,9718,8408,1310,9202,171,1315,9031,7887,1144,10665,204,1214,10461,9451,1010,11169,216,1417,10953,9752,1201,12008,148,1160,11860,10848,1012,11834,335,1461,11499,10373,1126,12010,213,1538,11797,10472,1325,11649,274,1318,11375,10331,1044,11538,290,1374,11248,10164,1084,11936,239,1319,11697,10617,1080,11281,218,1189,11063,10092,971,10504,192,1001,10312,9503,809,10916,225,1118,10691,9798,893,10214,141,1016,10073,9198,875,10693,238,1189,10455,9504,951,10622,340,1336,10282,9286,996,11197,252,1558,10945,9639,1306,38.4,34.5240444707585,25.3160629799116,0.150973904437254,0.109168400365137,786,663,57113,41582,30.8750816307491,24.5650136239782,5,12.0388121732136,55.4227029172455,61.9821890261419,51.397400185701,51.7246946133563,54.6842470506593,54.8983364140481,28.1607904783292,27.5381730511653,4.49399948931824,4.92110453648915,0.629740792704545,0.222568738452974,29.4729775092313,32.9802922643786,4.95894756484419,3.99783315276273,0.650641604915959,0.671283963771977,90.7283571299476,90.1331912626532,1.6266040122899,3.13265849760256,1733.95114216849,1482.85308765895,843.360206632441,746.980749681932,21697,553124,634,38.2,736,0.262590470446321,2348,-0.052223437732606,"BELMAR","NJ","NA-US-NJ-BELMAR","07719          ",765.416666666667,799.333333333333,713.166666666667,808.5,768.166666666667,759,788.333333333333,783.75,776.416666666667,709.5,745.555555555556,770.916666666667,753.5,804.833333333333,750.75
"808",3743,7109,59,642,7050,6467,583,7203,74,706,7129,6497,632,6844,65,717,6779,6127,652,6601,83,751,6518,5850,668,6285,21,573,6264,5712,552,6122,53,857,6069,5265,804,5916,53,739,5863,5177,686,5909,108,889,5801,5020,781,6138,37,789,6101,5349,752,5752,33,736,5719,5016,703,5527,56,693,5471,4834,637,4794,45,540,4749,4254,495,5043,53,557,4990,4486,504,5346,18,642,5328,4704,624,5926,22,638,5904,5288,616,6068,14,576,6054,5492,562,5524,17,573,5507,4951,556,39.2,12.8065395095368,11.5838996340826,0.0489990826337962,0.0305177641058321,500,451,35305,25778,19.7078373782656,16.3376623376623,7,10.7729235019858,59.095785440613,47.4447667931265,51.9557515725544,52.3632610939112,53.8069705093834,59.0704127644814,26.6883784710319,34.1923209961951,3.914390312588,7.42594910304547,0.650188111049813,0.478843291713041,41.3887463656576,41.0809877395959,9.94491588506774,12.8591450595655,0.164375373580395,0.200493522516965,92.8720860729229,89.0653917334978,2.04722056186491,5.10487353485503,236.182087502729,248.401348903919,106.77754578271,110.913295795421,13820,38592,440,44.4,159,0.114802698834594,2090,0.01396334845012,"CLAREMONT","NH","NA-US-NH-CLAREMONT","03743          ",322.936046511628,326.598837209302,297.906976744186,330.872093023256,319.273255813953,319.06976744186,325.581395348837,321.71511627907,315.610465116279,288.139534883721,309.302325581395,318.662790697674,312.558139534884,326.598837209302,313.168604651163
"6055",22026,2720,32,485,2688,2235,453,3088,34,501,3054,2587,467,3558,27,764,3531,2794,737,3528,27,606,3501,2922,579,4053,27,725,4026,3328,698,4499,36,671,4463,3828,635,4925,28,720,4897,4205,692,4897,16,751,4881,4146,735,5161,13,722,5148,4439,709,4991,28,747,4963,4244,719,4625,21,754,4604,3871,733,4333,24,812,4309,3521,788,4346,24,770,4322,3576,746,4614,41,873,4573,3741,832,5727,28,838,5699,4889,810,5768,48,1037,5720,4731,989,5816,44,863,5772,4953,819,31.6,39.4505913773369,36.1492471213463,0.558777527710735,0.298947522200132,876,868,71850,54779,39.1714285714286,38.5812226010716,4,5.41038676236045,46.4722767789696,32.1580590238366,52.3306544202067,48.998518709345,63.1424188187164,69.415504149744,50.4729266620973,52.1713615023474,2.72863818424566,3.26581702321347,0.677133269345791,0.438345771788737,24.3498494388174,22.3484848484848,4.32654568961537,3.88185654008439,0,0.180158539514773,91.6182212581345,94.8955080470814,0.668112798264642,1.57338457842902,1446.20803413014,1021.39345223502,499.469014602197,353.443105771477,22026,215686,736,35,2650,0.380577169309564,3122,-0.441017131755373,"DUMFRIES","VA","NA-US-VA-DUMFRIES","22026          ",281.384615384615,287.942307692308,265.884615384616,292.115384615384,280.788461538462,283.769230769231,290.128205128205,289.134615384616,279,262.307692307692,279,284.961538461539,277.807692307692,290.326923076923,275.423076923077
"7290",27703,13197,169,847,13028,12350,678,15284,188,941,15096,14343,753,15243,578,1324,14665,13919,746,17146,709,1371,16437,15775,662,15129,144,956,14985,14173,812,15998,198,984,15800,15014,786,16589,164,1142,16425,15447,978,17841,190,1106,17651,16735,916,20901,265,1143,20636,19758,878,22542,204,1258,22338,21284,1054,24829,213,1182,24616,23647,969,25487,205,1197,25282,24290,992,24833,256,1352,24577,23481,1096,24146,148,1288,23998,22858,1140,23677,177,1499,23500,22178,1322,22875,217,1627,22658,21248,1410,23838,187,1618,23651,22220,1431,31.7,22.3113802674741,10.4081234133958,0.605413380656247,0.507310361744926,583,409,41435,27881,22.4042609676777,19.0086515264953,4,10.611620457307,49.1190859019534,49.8610363994979,51.213402223266,53.0575168256328,52.9348455998013,56.5198893852372,37.8678986995209,36.9074861065708,5.63695810123517,4.59355828220859,0.351896400444337,0.455621328059872,38.9788821982868,41.031588248288,14.7229219143577,15.1768622555139,0.0390904944947554,0.0585676037483266,93.1331031337546,95.0384872824632,1.32256173040589,2.01639892904953,630.436926498799,480.538518339104,248.099476030144,193.735683239452,31682,181835,444,57.2,10573,0.10845887954086,9834,-0.853576410137256,"DURHAM","NC","NA-US-NC-DURHAM","27703          ",527.792553191489,557.579787234043,503.590425531915,559.441489361702,525.93085106383,528.723404255319,543.617021276596,542.686170212766,536.170212765957,496.143617021276,523.758865248227,526.861702127659,519.414893617021,552.925531914894,521.276595744681
"16108",57638,1047,7,59,1040,988,52,888,10,63,878,825,53,1028,10,76,1018,952,66,1078,10,60,1068,1018,50,919,3,91,916,828,88,891,13,73,878,818,60,845,10,47,835,798,37,903,10,58,893,845,48,914,10,70,904,844,60,796,13,62,783,734,49,788,13,47,775,741,34,707,13,51,694,656,38,745,13,47,732,698,34,819,13,44,806,775,31,666,6,43,660,623,37,775,6,54,769,721,48,825,6,47,819,778,41,42.9,14.0740740740741,12.7007299270073,0.116237056213018,0.0633835913733907,289,184,28458,19110,12.3965517241379,8.92685714285714,10,13.2834128878282,68.7437185929648,56.9020021074816,52.3557692307692,52.8367044893932,64.4287396937574,65.3796653796654,29.7297297297297,32.1078431372549,4.58984375,2.27272727272727,0.643265306122449,0.0818993437486083,23.5028248587571,28.11004784689,14.4963144963145,15.0075795856493,0.308324768756423,0.853788687299893,79.6505652620761,78.3351120597652,9.04419321685509,13.6606189967983,3.16046392825384,3.07115963143057,1.65137267515562,1.56963653908009,2088,3932,199,28.4,61,0.129304286718201,660,-0.608434850852932,"LEMMON","SD","NA-US-SD-LEMMON","57638          ",99.9166666666667,100.375,95.3333333333333,102.208333333333,100.375,102.055555555556,100.222222222222,101.291666666667,97.625,91.6666666666667,99.6111111111111,101.75,98.0833333333333,102.666666666667,98.5416666666667
"9658",33584,4600,24,601,4576,3999,577,7135,16,567,7119,6568,551,5713,10,607,5703,5106,597,5564,18,621,5546,4943,603,5939,16,698,5923,5241,682,6402,16,730,6386,5672,714,6449,20,824,6429,5625,804,6839,31,762,6808,6077,731,7428,60,1053,7368,6375,993,6573,27,788,6546,5785,761,6333,24,758,6309,5575,734,6339,23,699,6316,5640,676,5733,29,711,5704,5022,682,5369,23,696,5346,4673,673,5513,34,813,5479,4700,779,6130,50,837,6080,5293,787,7016,57,841,6959,6175,784,35.4,13.8259466932944,7.19602977667494,0.324015267597975,0.140680555555555,587,325,43905,20184,27.145325203252,19.3192488262911,6,10.1673640167364,55.1257662227859,56.1497326203209,50.215656140003,51.3333333333333,58.1264756556697,66.3019693654267,37.9590730451281,29.9065420560748,4.73022912047302,4.23728813559322,0.642743685766507,0.421609926404301,22.6982184142527,17.1548117154812,7.87866653318651,18.655462184874,0.198039409842559,0,93.5538172096247,91.8918918918919,1.66353104267749,2.7027027027027,1017.48161531389,31.2345503188109,390.059447939999,14.8972418054742,20490,834054,446,37.1,2001,0.125351150254347,7896,-0.949607416453642,"SEFFNER","FL","NA-US-FL-SEFFNER","33584          ",205.620689655172,209.086206896552,193.491379310345,214.284482758621,205.620689655172,203.310344827586,203.310344827586,208.508620689655,206.775862068966,180.206896551724,194.83908045977,195.801724137931,198.689655172414,212.551724137931,198.689655172414
"8620",30705,8539,6,492,8533,8047,486,9089,18,528,9071,8561,510,10509,3,498,10506,10011,495,9951,38,525,9913,9426,487,10129,16,559,10113,9570,543,8364,19,499,8345,7865,480,9160,20,596,9140,8564,576,9644,23,650,9621,8994,627,9645,16,720,9629,8925,704,9316,12,650,9304,8666,638,9130,16,646,9114,8484,630,8494,6,649,8488,7845,643,8783,6,676,8777,8107,670,8112,10,644,8102,7468,634,7272,6,739,7266,6533,733,7146,10,672,7136,6474,662,8238,6,753,8232,7485,747,32.4,7.38039375701316,7.1115562789533,0.151983517726781,0.113990667826264,445,344,37605,25974,24.3933798845173,26.1915298184961,5,12.4733142982649,56.3163904363171,62.3978431207347,49.6455028137221,51.2264374162,63.8212058212058,67.5738803696557,40.3361344537815,41.0171730515192,3.97404703974047,5.22834645669291,0.169612275493795,0.501330373147412,26.3291582727512,18.6690094443224,12.415892342198,11.7452048306891,0.059729227501991,0,97.7833820015928,96.7533571307156,0.457924077515264,0.730919598844127,125.965995957995,50.6475998415001,48.9752734316392,19.4945478635208,31636,26147,332,38.3,177,0.0597305389221557,2111,-1.28594870147021,"CHATSWORTH","GA","NA-US-GA-CHATSWORTH","30705          ",230.048076923077,233.653846153846,212.019230769231,232.932692307692,227.884615384615,232.692307692308,236.538461538462,233.653846153846,230.769230769231,202.644230769231,225,229.326923076923,221.394230769231,231.490384615385,225
